gid,placename,pop,x,y
16579,Maltrata,11842,-97.2763888888889,18.8119444444444
16716,Palmira,14256,-97.1113888888889,18.8827777777778
16749,Martínez De La Torre,60074,-97.0527777777778,20.0686111111111
16768,Independencia,15297,-97.0513888888889,20.0566666666667
17089,El Tejar,11168,-96.1605555555556,19.0769444444444
17184,Fraccionamiento Puente Moreno,13037,-96.1575,19.1025
17224,Minatitlán,112046,-94.5605555555556,18.0172222222222
17517,Misantla,26827,-96.855,19.9263888888889
18059,Nogales,22085,-97.1647222222222,18.8202777777778
18085,Oluta,12709,-94.8936111111111,17.9283333333333
18209,Orizaba,120844,-97.0966666666667,18.8586111111111
18245,Oteapan,14925,-94.6697222222222,17.9966666666667
19284,Pánuco,40754,-98.1872222222222,22.0519444444444
19303,Moralillo,10191,-97.9116666666667,22.2261111111111
19886,Papantla De Olarte,53546,-97.3244444444444,20.4488888888889
20262,Paso Del Macho,13413,-96.7238888888889,18.9713888888889
20542,Perote,37516,-97.245,19.5586111111111
20616,Platón Sánchez,10758,-98.3741666666667,21.2727777777778
21003,Poza Rica De Hidalgo,185242,-97.4436111111111,20.5341666666667
21082,Anáhuac,14116,-97.8547222222222,22.2016666666667
21093,Benito Juárez,14990,-97.835,22.2052777777778
21290,Río Blanco,40611,-97.1133333333333,18.8313888888889
21342,San Andrés Tuxtla,61769,-95.2141666666667,18.4413888888889
21836,Santiago Tuxtla,15459,-95.3013888888889,18.4675
22078,Sayula De Alemán,13980,-94.9605555555556,17.8811111111111
22432,Soledad De Doblado,12398,-96.4211111111111,19.0463888888889
23315,Tantoyuca,30587,-98.23,21.3516666666667
24190,Álamo,25159,-97.6775,20.9136111111111
24518,Tempoal De Sánchez,12526,-98.3880555555556,21.5225
25614,Tierra Blanca,47824,-96.3572222222222,18.4488888888889
26083,Tihuatlán,14417,-97.5369444444444,20.7169444444444
26131,Plan De Ayala,11657,-97.4747222222222,20.5475
27019,Tlapacoyan,35338,-97.2130555555556,19.9630555555556
27226,Túxpam De Rodríguez Cano,84750,-97.3808333333333,20.9586111111111
27229,Alto Lucero,15011,-97.4419444444444,20.9536111111111
27780,Veracruz,428323,-96.1533333333333,19.1902777777778
27782,Las Amapolas,14553,-96.1977777777778,19.1519444444444
27797,Valente Díaz,25700,-96.2208333333333,19.1716666666667
27857,Fraccionamiento Geovillas Los Pinos,12840,-96.2263888888889,19.2172222222222
28422,Agua Dulce,36079,-94.1436111111111,18.1380555555556
28598,Nanchital De Lázaro Cárdenas Del Río,25289,-94.4094444444444,18.0647222222222
28622,Tres Valles,17299,-96.1361111111111,18.2394444444444
28867,Carlos A. Carrillo,17989,-95.7447222222222,18.3708333333333
29360,Aldama,13661,-98.0736111111111,22.9194444444444
29808,Altamira,59536,-97.9369444444444,22.3958333333333
29850,Miramar,118614,-97.8694444444444,22.3375
